Gravity Rank,Marketplace Rank,Vendor Code,Title,Category,Gravity,CVR,EPC,Avg Payout ($),Initial Payout ($),Rebill Payout ($),Sales Page URL,Affiliate Tools / JV Page,Contact Email,Contact Telegram,Badges,Description
231,196,"THELLD","Lottery Defeated - $4 EPC On Our Unique Lotto Software","Self-Help / Personal Finance",6.5,"0.24%","$0.32",129.9,129.9,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=THELLD","https://lotterydefeated.com/help/affiliates.php","partners@revenueriver.net","","Approval Required","Powerful Pitch, Multiple Intros Available. Top Affs Are Scoring Up To $4 EPC Promoting Lottery Defeated!"
232,203,"DENTITOX","Dentitox - Unique Dental Drops Offer","Health & Fitness / Dental Health",6.5,"0.11%","$0.09",115.27,115.27,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=DENTITOX","https://dentitox.com/help/affiliates.php","affs@dentitox-product.com","","Approval Required, Direct Tracking Available","New angle and custom drops mechanism opens up the market. EPCs are through the roof (up to $4 EPC). This offer could make your best month ever! Affs are doing 5 fig/profits a day on FB/Native/Email. Don't miss out. Limited affs only."
233,236,"LUNGEXPAND","LungExpand Pro - $4 EPC On Our Unique Lung Clearing Solution","Health & Fitness / Dietary Supplements",6.4,"0.14%","$0.16",123.83,123.83,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LUNGEXPAND","https://lungexpandpro.com/help/affiliates.php","affiliates@lungexpandpro-product.com","","Approval Required","Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Top Affs Are Scoring Up To $4 EPC. Limited Slots Only."
234,222,"SOULDESTIN","NEW 2026 - Soul Destiny Reading","Spirituality, New Age & Alternative Beliefs / Astrology",6.3,"0.44%","$0.20",38.15,38.15,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SOULDESTIN","https://docs.google.com/document/d/1IGxGH-281fRsYlcvMEuGuKom_5LpXTsJ6a13eMCxsRA/edit?tab=t.0","support@souldestinyreading.com","","","A personalized astrology experience that reveals the hidden purpose and divine path. This unique offer taps into a massive evergreen niche: Combining emotional storytelling with high perceived value and powerful curiosity-based hooks."
235,241,"JAVABRAIN","Java Brain - The 1000lb Gorilla in Neuro","Health & Fitness / Dietary Supplements",6.3,"0.22%","$0.21",130.05,130.05,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=JAVABRAIN","https://www.java-brain.com/affiliates","jackie@jvwithae.com","","","From the creators of Java Burn comes the newest rocket. Lifting off the same way. Due to high demand, limited promotional slots available. Get in NOW before we reach our cap. https://java-brain.com/affiliates"
236,175,"SVELTE12","Wake Up lean","Health & Fitness / Exercise & Fitness",6.2,"1.89%","$0.46",26.91,26.91,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SVELTE12","","","","","Get on board with this high converting inflammation offer! Don't miss out on HUGE commissions! ... Visit wakeup-lean.com/affiliates for more info on how to make $$$$"
237,227,"ASTROMAN99","(NEW) Astro Manifestation - Hot NEW Offer that sells like hotcakes","Spirituality, New Age & Alternative Beliefs / Astrology",5.9,"0.27%","$0.06",26.51,24.88,1.63,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ASTROMAN99","https://astromanifestation.com/affiliate","affiliate@astromanifestation.com","","","Brand NEW Personalized Astrology Manifestation Funnel that Converts Like CRAZY! Frontend Converts At More Than 2.0%. Test it to believe it. Send Some Test Traffic and watch your commission skyrocket!"
238,238,"FBTONIC","Okinawa Flat Belly Tonic","Health & Fitness / Diets & Weight Loss",5.8,"0.20%","$0.35",148.79,148.79,0,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=FBTONIC","https://flatbellytonic.com/affiliates/","aff@flatbellytonic.com","","","Awesome new tonic supplement for weight loss. Storming conversion rates from any kind of weight loss or other health demos. Run it and vacuum up sales from your lists. Over $5 EPC recorded on one famous fat loss list. Top commissions for volume traffic."
239,233,"MANIFESTDY","Wealth Manifest - #1 NEW Manifestation Offer","Spirituality, New Age & Alternative Beliefs / General",5.5,"1.08%","$0.10",9.18,9.18,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=MANIFESTDY","https://wealthmanifestpro.com/jv","sebastian@wealthmanifestpro.com","","","100% Brand New Manifestation Offer - Hottest Niche - Converts To ALL Traffic - High EPC's - Low Refunds - Trending on Tik Tok & Instagram - 75% Affiliate Commissions Across All Products & Upsells"
240,188,"NANODEFPRO","NanoDefense Pro Huge Earnings On Unique NanoIngredients Fungus Formula","Health & Fitness / Dietary Supplements",5.4,"0.17%","$0.34",162.73,162.73,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=NANODEFPRO","https://nanodefensepro.com/help/affiliates.php","affiliates@nanodefensepro-product.com","","Approval Required, Direct Tracking Available","Space Station Nail Fungus Removing Breakthrough, Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Top Affs Are Scoring Huge Earnings. Limited Slots Only."
241,239,"GLUCOTONIC","GlucoTonic - Blood Sugar Support, Type 2","Health & Fitness / Dietary Supplements",5.4,"0.00%","$0.00",149.59,149.59,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=GLUCOTONIC","https://glucotonic.com//info/affiliates.html","aff@glucotonic.com","https://t.me/adrflorea","","Killer $4+ EPC with new Gluco Tonic angle that affiliates are raving about! This hook opener generates buzz. HIGH CPAs Available. Promote it now before the competition"
242,204,"WHISPEARA","Whispeara - Brain, Hearing Support, Tinnitus","Health & Fitness / Dietary Supplements",5.2,"0.19%","$0.26",132.84,132.84,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=WHISPEARA","https://whispeara.com/info/affiliates.html","aff@whispeara.com","https://t.me/adrflorea","","NEW for 2026 : Category Killer - Highest Payouts. Apply now aff@whispeara.com"
243,246,"SYNEVRA","Synevra UltraLift - New Snake Venom Skin Serum Offer","Health & Fitness / Beauty",5.1,"0.07%","$0.14",133.54,133.54,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SYNEVRA","https://getsynevra.com/affiliates/","affiliates@mediapulseltd.com","","Direct Tracking Available, CPA Available","Hit every major pain point women 40+ are desperate to solve - deep wrinkles, sagging jawlines, age spots, and shattered confidence. Unique Swiss temple viper peptide angle. Multiple VSLs crushing it, insane CVRs. Get in early on this skincare goldmine!"
244,219,"REALSINN","5- Minute Chemistry & Arousal Triggers - High Conversions","Self-Help / Eating Disorders",5,"0.96%","$0.73",62.24,58.21,4.04,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=REALSINN","https://jonsinncoaching.com/jv/","tone024@gmail.com","","","Platinum Award Winner (over 10 million in dating advice sales past 3 years) releases hot NEW men's offer. An explosive new offer, with strong hook and VSL, paying 75% commission on front end, all bumps, and upsells"
245,156,"MIKEHAINES","The Girlfriend Button - Dating Offer For Men - 100% commissions","Self-Help / Dating Guides",4.9,"3.05%","$0.13",57.64,57.64,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=MIKEHAINES","https://thegirlfriendbutton.com/affiliates","mike@insurgentmedia.tv","","","Killer new VSL shows guys how to get laid with hot girls from dating apps, using copy & paste 'mind control' texts. Grab our high converting email swipe from our tools page. Email me to get whitelisted for 100% commissions! mike@insurgentmedia.tv"
246,235,"AQBURN","Aquaburn - Breakthrough Weight Loss Offer","Health & Fitness / Dietary Supplements",4.9,"0.18%","$0.23",136.62,136.62,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=AQBURN","https://aquaburn.org/affiliates","aff@aquaburn.org","","Direct Tracking Available","Get Paid $$$ with the latest weight loss destroyer offer. Get started right away before everyone jumps on!"
247,197,"MEMORYFUEL","MemoryFuel – Meta Compliant 2026 Brain Supplement with Creatine!","Health & Fitness / Dietary Supplements",4.8,"0.13%","$0.22",150.07,150.07,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=MEMORYFUEL","https://thememoryfuel.com/affiliates/","affiliates@thememoryfuel.com","https://t.me/wennschondennschon","","The latest trending Creatine for Brain formulation — high-converting brain formula for memory on demand. Proven funnel, $300+ AOV, rabid 55+ buyers. Email & native crews past $3 EPC."
248,224,"FRONTBOOK","Lost Frontier Handbook","Self-Help / Survival",4.8,"3.10%","$1.16",38.27,38.27,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=FRONTBOOK","https://www.lostfrontierhandbook.com/affiliates/","","","","NEW! - The Lost Frontier Handbook Compliant! 75% initial commissions (for physical books sales). Performs well in most niches: health, survival, remedies, etc. SKY HIGH conversion rate on email lists. You need to test this!"
249,250,"SYNAPTIGEN","Synaptigen - $4 EPC On Our Unique Brain Probiotics Formula","Health & Fitness / Dietary Supplements",4.5,"0.12%","$0.20",173.59,173.59,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SYNAPTIGEN","https://getsynaptigen.com/help/affiliates.php","affiliates@synaptigen-product.com","","Approval Required","Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Top Affs Are Scoring Up To $4 EPC. Limited Slots Only."
250,232,"STEELBITE","Steel Bite Pro","Health & Fitness / Dental Health",4.1,"0.51%","$0.91",110.77,110.77,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=STEELBITE","https://steelbitepro.com/help/affiliates.php","affiliates@steelbitepro.com","","Approval Required, Direct Tracking Available","Steel Bite Pro - The Holy Grail Of FB Aff, Crazy EPC, Max Cart Value $881!! This Just Took The Markeplace By Storm, Aff Getting $5.37 EPC, Works On Any Traffic, Killer Copy Made By Gurus, Will Make You Rich Almost-Guaranteed This Month. Let's go!!"
251,1094,"GHOSTZERO","ZeroGhost™ Ghost Phone - Privacy Smartphone, $850 AOV, Insane EPC","Self-Help / Survival",0,"0.00%","$0.00",,,,"https://e-9564.adzerk.net/r?e=eyJ2IjoiMS4xNCIsImF2Ijo1OTQzNCwiYXQiOjQyOTYsImJ0IjowLCJjbSI6NjU5NDk3MzA2LCJjaCI6MTY4MTcsImNrIjp7fSwiY3IiOjkzNjcwOTI0NCwiZGkiOiI1YTZjOWU5NjY0NmM0NjVhOGZkYmMyNzI2MjM3ZTBlYyIsImRqIjowLCJpaSI6IjM0NTY0YmY0ZGI3YTRkZTFhODU4YjVhNTcyOTM5MThmIiwiZG0iOjMsImZjIjoxMTEyOTMyMzE5LCJmbCI6ODYzODk4NTU2LCJpcCI6IjU4LjE4Mi4xOTcuOTYiLCJudyI6OTU2NCwicGMiOjAsIm9wIjowLCJtcCI6MCwiZWMiOjAsImdtIjowLCJlcCI6bnVsbCwicHIiOjU2OTQ4LCJydCI6MSwicnMiOjUwMCwic2EiOiI5NiIsInNiIjoiaS0wNThhMDIyMTFmNzYwYmYxMyIsInNwIjozOTgzMDgwLCJzdCI6MTE3ODg0NCwidWsiOiJ1ZTEtOTNiNWFjNTU0YjM2NDM3ZmI5NTRhOTE3NTk0MTk1MzUiLCJ6biI6MjU1MDAwLCJ0cyI6MTc4OTExMzI3Mjc1NCwicG4iOiJzcG9uc29yZWRMaXN0aW5nIiwiZ2MiOnRydWUsImdDIjp0cnVlLCJncyI6Im5vbmUiLCJ0eiI6IkFtZXJpY2EvRGVudmVyIiwidXUiOiJodHRwczovL2FjY291bnRzLmNsaWNrYmFuay5jb20vIiwidXIiOiJodHRwczovL2hvcC5jbGlja2JhbmsubmV0Lz9hZmZpbGlhdGU9enp6enomdmVuZG9yPWdob3N0emVybyJ9&s=Tndqp2QQQts4iM4HMuUQKhf3WRE","http://zeroghostcbaffiliates.com/","partners@zeroghost.com","https://t.me/hollymcdonald","Approval Required","The ZeroGhost™ Ghost Phone is a real de-googled smartphone. No Google. No ad tracking. No location logging. 15% commission, $120-$200 avg per sale. Built for Prepper/Tactical, conservative audiences 50+, 60% male/40% female. USA Only Shipping Low refunds."
